messages,sender_labels,receiver_labels,speakers,receivers,absolute_message_index,relative_message_index,seasons,years,game_score,game_score_delta,players,game_id
"Thanks! How are things in the east? Still have Russia well contained or do you need anything from Greece or the rest of me?

We’re at your service here, while not wanting to drive in where we aren’t needed",True,True,italy,turkey,944,43,Spring,1904,5,0,"italy, turkey",3
Don’t need anything just trying to give credit where it’s due,True,True,turkey,italy,945,44,Spring,1904,5,0,"italy, turkey",3
"Congratulations on your build! How are things in the East with Russia dying from all sides? Do you have any immediate plans for where we go next from here?

I imagine France would be open to a deal that had me moving away... again.",True,True,italy,turkey,1151,45,Winter,1904,6,1,"italy, turkey",3
Sorry I didn't respond to this...I hope that move to the Ionian is not signalling that you're ready to turn on me,True,True,turkey,italy,1261,46,Spring,1905,5,-1,"italy, turkey",3
"I moved there so I could convoy Greece out, since he’s not doing any good there any more. Did you have another use for him?",True,True,italy,turkey,1262,47,Spring,1905,6,1,"italy, turkey",3
Congrats on smooshing Russia so effectively!,True,True,italy,turkey,1263,48,Spring,1905,6,1,"italy, turkey",3
"Ah thank you but the smooshing was so effective that now England and Germany are swooping in like buzzards! 

And that's a relief about Greece. Does this mean no truce with France, and you'll keep expanding that way?",True,True,turkey,italy,1268,49,Spring,1905,5,-1,"italy, turkey",3
"I haven't agreed a truce with France. If England and Germany were still attacking France, I'd absolutely be driving on hard (why I sent the fleet back for reinforcements) but now... I'm torn. If I keep hitting France, that frees England (and Germany I guess) to push through the last Russian centre and come after the three of us from the East, right?And pushes France back into their arms. How do I avoid that?",True,True,italy,turkey,1269,50,Spring,1905,6,1,"italy, turkey",3
Ah the truth comes out. In hindsight I should have realized it was too good to be true,True,True,turkey,italy,1325,51,Fall,1905,5,-1,"italy, turkey",3
"It was true at the time I said it was. But yes, negotiations went on.",True,True,italy,turkey,1332,52,Fall,1905,6,1,"italy, turkey",3
"It's important to me that you do understand the situation changed there. 

With both you and Austria advising the A Greece wasn't needed there my fleet came over for exactly the reason I suggested... but then after it arrived I had my French re-evaluation. And now Germany has jumped Austria and my ally seems to have lost his conviction about killing you, and so - why, I am re-evaluating again.",True,True,italy,turkey,1408,53,Winter,1905,6,2,"italy, turkey",3
"Well at this point the only thing I could offer you as an ally is help in taking dots from Austria. If that's something you'd be more interested in than taking dots from me, then we could work together?",True,True,turkey,italy,1445,54,Winter,1905,4,-2,"italy, turkey",3
"On my way to bed. Let me look at this and come back to you in the morning. I think there is a definite chance, and if we do this I’ll be perfectly straight with you before we start (and likewise if I decide to keep fighting you).

This will only work if we surprise him though 😃",True,True,italy,turkey,1451,55,Spring,1906,6,2,"italy, turkey",3
"Sorry I ended up being basically offline all day (and I'm involved in a new tournament, so busy setting up those games). 

Yes, I'm more interested in taking dots from Austria at this point than I am in taking them from you. If we schedule a bounce in Smyrna in the Spring, could I count on your support into Bulgaria in the Fall?",True,True,italy,turkey,1474,56,Spring,1906,6,2,"italy, turkey",3
Hmm long term I’d sooner have Rum and Bul for myself while you take the western holdings...could we either agree to some temporary arrangement or could I promise you support into Serbia instead?,True,True,turkey,italy,1482,57,Spring,1906,4,-2,"italy, turkey",3
"That makes perfect sense to me. I was thinking in terms of what you could support me into, but if I can get that build this Fall I’m happy to leave it and let you take it for the following year - and Rum too. 

Black Sea territories are much easier for you to hold, and I need you strong if we’re going to drive north together.",True,True,italy,turkey,1486,58,Spring,1906,6,2,"italy, turkey",3
"Okay glad we’re on the same page :)

Have you heard anything from Austria/Germany that might affect how we should proceed? Austria claims to want to leave Ukraine open for me this season though I’m not sure whether to trust it",True,True,turkey,italy,1487,59,Spring,1906,4,-2,"italy, turkey",3
"Austria is starting to get nerves about all my units heading this way, but I’m reminding him this was part of our plan to kill you. Currently I’m offering to help Austria defend against Germany where he’s badly out of position.",True,True,italy,turkey,1488,60,Spring,1906,6,2,"italy, turkey",3
So am I assisting Greece into Bul this season?,True,True,turkey,italy,1530,61,Fall,1906,4,-2,"italy, turkey",3
"I'm also wondering if you're going to follow through on your promised assist of Austria into Vienna. I think if we're going to stab, it's better for you not to and to fall back to venice instead.",True,True,turkey,italy,1539,62,Fall,1906,4,-2,"italy, turkey",3
"That’s up to you, friend. Normally when I stab I prefer to stab hard, but if you’re having concerns and warning Austria about our plans then they weren’t likely to work anyway. 

How do you want to do this? Committed stab and pivot north or revert to our prior alliances and see if Austria is willing to commit to a direction - any direction - that I can support him to?

You know my preference, but I don’t want to push you into something you’re uncomfortable with.",True,True,italy,turkey,1542,63,Fall,1906,6,2,"italy, turkey",3
"I don’t *think* I’ve said anything to Austria to indicate our collaboration, although Austria is suspicious anyway. All I did this season was ask whether you two were collaborating, to which Austria said basically “I sure hope so but we’ll see”

 
I’m wholly comfortable with going forward with you on a decisive attack on Austria.",True,True,turkey,italy,1543,64,Fall,1906,4,-2,"italy, turkey",3
"Okay I'm committed. Let's do this decisive attack on Austria, with your supporting me into Bulgaria from Greece this season and my getting out of the way for you to take Bulgaria yourself in the new year. We'll work out how we break Rum, but if the best solution is me moving into it then we'll work out a schedule for me to get out of it too - Black Sea coastal territories are yours.

Agreed?",True,True,italy,turkey,1574,65,Fall,1906,6,2,"italy, turkey",3
Agreed. I’ve placed your support order.,True,True,turkey,italy,1575,66,Fall,1906,4,-2,"italy, turkey",3
"It's been a long weekend. Getting back into the dip mindset, do you think you can trust England to keep off your north?

If so, let's look at getting you Rum and Bul this year.",True,True,italy,turkey,1642,67,Spring,1907,8,4,"italy, turkey",3
I think that’s a good plan. Are you willing to leave Bul this fall?,True,True,turkey,italy,1644,68,Spring,1907,4,-4,"italy, turkey",3
Done! Taking Rumania in the Spring?,True,True,italy,turkey,1646,69,Spring,1907,8,4,"italy, turkey",3
"If possible, yes",True,True,turkey,italy,1647,70,Spring,1907,4,-4,"italy, turkey",3
"I’d also love it if you could move your fleet out of the Aegean and into greece or something, just to take a little presssure off me?",True,True,turkey,italy,1648,71,Spring,1907,4,-4,"italy, turkey",3
"That's fine. I'm using it to cover Greece this season.

Aegean DMZ?",True,True,italy,turkey,1649,72,Spring,1907,8,4,"italy, turkey",3
Agreed 🙂,True,True,turkey,italy,1650,73,Spring,1907,4,-4,"italy, turkey",3
"Austria has asked me to support them into Bul this season. Since you're giving it up to me anyway and it will be useful to us to have their trust, should I do it?",True,True,turkey,italy,1657,74,Spring,1907,4,-4,"italy, turkey",3
Oh dear I'm sorry it looks like to you didn't get my message. Let me know if there's some way I can make it up to you!,True,False,turkey,italy,1659,75,Spring,1907,4,-4,"italy, turkey",3
"Ouch! Unfortunately you’re right, I wasn’t around for your first message at 1:10 am and so wasn’t in a position to suggest anything else. What does their trust buy us, other than forcing a disband of one of our units due to complete the defeat of our mutual enemy this turn?",True,True,italy,turkey,1660,76,Spring,1907,8,4,"italy, turkey",3
"I'm really sorry I forgot that you're not in a U.S. timezone. I didn't realize it would be such an issue because to me, it just made sense that you'd move into Serbia with Bulgaria and support from Albania (so that support couldn't be cut by Rum).",True,False,turkey,italy,1661,77,Spring,1907,4,-4,"italy, turkey",3
"...and that trust gets us information. Like, for instance, I could have told you not to move with Albania if it weren't for our time difference issue. I really am sorry and I'll be more aware of it in the future",True,True,turkey,italy,1663,78,Spring,1907,4,-4,"italy, turkey",3
"Ah no, I knew you were attacking Rumania this turn so I waited in Bulgaria to ensure he couldn’t simply retreat in there and offer you the same problem all over again in Fall. The move out was due in Fall (yes into Ser) so that you could reclaim your rightful Black Sea borders as scheduled 😃",True,True,italy,turkey,1664,79,Spring,1907,8,4,"italy, turkey",3
"Not sure I have the armies to do that now; I’ll look at the map when I’m more awake, but may need you to take a more proactive role if that’s okay.",True,True,italy,turkey,1665,80,Spring,1907,8,4,"italy, turkey",3
I'm already on it! I'll get back to you in a couple hours,True,True,turkey,italy,1666,81,Spring,1907,4,-4,"italy, turkey",3
"So, Con to Bul (ec)? I can support you there from Gre and if you support from Rum as well should get you back where you should be.",True,True,italy,turkey,1676,82,Fall,1907,8,4,"italy, turkey",3
